user	clicked_news	candidate_news	clicked
1	N14639 N27258 N63237 N112729 N42180 N109816 N7149 N55444 N13518 N87366 N99919 N78650 N79505 N50274 N125421 N49511 N124243 N129422 N2046 N77350 N84569 N74042 N116144 N17818 N94577 N101420 N104636 N59130 N124048 N101423 N53495 N31337 N91319 N37553 N8387 N106603 N79751 N66584 N35800 N120860 N22562 N88075 N27789 N25140 N61747 N51757 N100670 N72590 N102039 N84662 N12350 N15611 N84306 N104312 N104733 N50428 N127207 N8223 N99507 N38561 N115060 N108506 N101022 N95526 N27703 N114195 N55302 N43955 N95098 N40093 N108769 N87913	N93326 N88440 N85763 N128367 N53735	1 0 0 0 0
1	N14639 N27258 N63237 N112729 N42180 N109816 N7149 N55444 N13518 N87366 N99919 N78650 N79505 N50274 N125421 N49511 N124243 N129422 N2046 N77350 N84569 N74042 N116144 N17818 N94577 N101420 N104636 N59130 N124048 N101423 N53495 N31337 N91319 N37553 N8387 N106603 N79751 N66584 N35800 N120860 N22562 N88075 N27789 N25140 N61747 N51757 N100670 N72590 N102039 N84662 N12350 N15611 N84306 N104312 N104733 N50428 N127207 N8223 N99507 N38561 N115060 N108506 N101022 N95526 N27703 N114195 N55302 N43955 N95098 N40093 N108769 N87913	N67398 N35465 N14837 N77011 N51222	1 0 0 0 0
1	N14639 N27258 N63237 N112729 N42180 N109816 N7149 N55444 N13518 N87366 N99919 N78650 N79505 N50274 N125421 N49511 N124243 N129422 N2046 N77350 N84569 N74042 N116144 N17818 N94577 N101420 N104636 N59130 N124048 N101423 N53495 N31337 N91319 N37553 N8387 N106603 N79751 N66584 N35800 N120860 N22562 N88075 N27789 N25140 N61747 N51757 N100670 N72590 N102039 N84662 N12350 N15611 N84306 N104312 N104733 N50428 N127207 N8223 N99507 N38561 N115060 N108506 N101022 N95526 N27703 N114195 N55302 N43955 N95098 N40093 N108769 N87913	N17881 N44117 N8491 N3692 N37544	1 0 0 0 0
1	N14639 N27258 N63237 N112729 N42180 N109816 N7149 N55444 N13518 N87366 N99919 N78650 N79505 N50274 N125421 N49511 N124243 N129422 N2046 N77350 N84569 N74042 N116144 N17818 N94577 N101420 N104636 N59130 N124048 N101423 N53495 N31337 N91319 N37553 N8387 N106603 N79751 N66584 N35800 N120860 N22562 N88075 N27789 N25140 N61747 N51757 N100670 N72590 N102039 N84662 N12350 N15611 N84306 N104312 N104733 N50428 N127207 N8223 N99507 N38561 N115060 N108506 N101022 N95526 N27703 N114195 N55302 N43955 N95098 N40093 N108769 N87913	N84706 N30532 N60030 N112125 N50175	1 0 0 0 0
1	N14639 N27258 N63237 N112729 N42180 N109816 N7149 N55444 N13518 N87366 N99919 N78650 N79505 N50274 N125421 N49511 N124243 N129422 N2046 N77350 N84569 N74042 N116144 N17818 N94577 N101420 N104636 N59130 N124048 N101423 N53495 N31337 N91319 N37553 N8387 N106603 N79751 N66584 N35800 N120860 N22562 N88075 N27789 N25140 N61747 N51757 N100670 N72590 N102039 N84662 N12350 N15611 N84306 N104312 N104733 N50428 N127207 N8223 N99507 N38561 N115060 N108506 N101022 N95526 N27703 N114195 N55302 N43955 N95098 N40093 N108769 N87913	N92498 N110303 N59231 N90342 N84235	1 0 0 0 0
1	N14639 N27258 N63237 N112729 N42180 N109816 N7149 N55444 N13518 N87366 N99919 N78650 N79505 N50274 N125421 N49511 N124243 N129422 N2046 N77350 N84569 N74042 N116144 N17818 N94577 N101420 N104636 N59130 N124048 N101423 N53495 N31337 N91319 N37553 N8387 N106603 N79751 N66584 N35800 N120860 N22562 N88075 N27789 N25140 N61747 N51757 N100670 N72590 N102039 N84662 N12350 N15611 N84306 N104312 N104733 N50428 N127207 N8223 N99507 N38561 N115060 N108506 N101022 N95526 N27703 N114195 N55302 N43955 N95098 N40093 N108769 N87913	N26359 N87497 N68307 N104437 N33378	1 0 0 0 0
1	N14639 N27258 N63237 N112729 N42180 N109816 N7149 N55444 N13518 N87366 N99919 N78650 N79505 N50274 N125421 N49511 N124243 N129422 N2046 N77350 N84569 N74042 N116144 N17818 N94577 N101420 N104636 N59130 N124048 N101423 N53495 N31337 N91319 N37553 N8387 N106603 N79751 N66584 N35800 N120860 N22562 N88075 N27789 N25140 N61747 N51757 N100670 N72590 N102039 N84662 N12350 N15611 N84306 N104312 N104733 N50428 N127207 N8223 N99507 N38561 N115060 N108506 N101022 N95526 N27703 N114195 N55302 N43955 N95098 N40093 N108769 N87913	N3075 N43450 N62900 N18947 N24085	1 0 0 0 0
1	N14639 N27258 N63237 N112729 N42180 N109816 N7149 N55444 N13518 N87366 N99919 N78650 N79505 N50274 N125421 N49511 N124243 N129422 N2046 N77350 N84569 N74042 N116144 N17818 N94577 N101420 N104636 N59130 N124048 N101423 N53495 N31337 N91319 N37553 N8387 N106603 N79751 N66584 N35800 N120860 N22562 N88075 N27789 N25140 N61747 N51757 N100670 N72590 N102039 N84662 N12350 N15611 N84306 N104312 N104733 N50428 N127207 N8223 N99507 N38561 N115060 N108506 N101022 N95526 N27703 N114195 N55302 N43955 N95098 N40093 N108769 N87913	N31958 N30422 N80876 N8839 N57630	1 0 0 0 0
1	N14639 N27258 N63237 N112729 N42180 N109816 N7149 N55444 N13518 N87366 N99919 N78650 N79505 N50274 N125421 N49511 N124243 N129422 N2046 N77350 N84569 N74042 N116144 N17818 N94577 N101420 N104636 N59130 N124048 N101423 N53495 N31337 N91319 N37553 N8387 N106603 N79751 N66584 N35800 N120860 N22562 N88075 N27789 N25140 N61747 N51757 N100670 N72590 N102039 N84662 N12350 N15611 N84306 N104312 N104733 N50428 N127207 N8223 N99507 N38561 N115060 N108506 N101022 N95526 N27703 N114195 N55302 N43955 N95098 N40093 N108769 N87913	N125720 N15438 N67955 N87913 N93556	1 0 0 0 0
1	N14639 N27258 N63237 N112729 N42180 N109816 N7149 N55444 N13518 N87366 N99919 N78650 N79505 N50274 N125421 N49511 N124243 N129422 N2046 N77350 N84569 N74042 N116144 N17818 N94577 N101420 N104636 N59130 N124048 N101423 N53495 N31337 N91319 N37553 N8387 N106603 N79751 N66584 N35800 N120860 N22562 N88075 N27789 N25140 N61747 N51757 N100670 N72590 N102039 N84662 N12350 N15611 N84306 N104312 N104733 N50428 N127207 N8223 N99507 N38561 N115060 N108506 N101022 N95526 N27703 N114195 N55302 N43955 N95098 N40093 N108769 N87913	N107356 N5747 N76271 N43490 N2889	1 0 0 0 0
1	N14639 N27258 N63237 N112729 N42180 N109816 N7149 N55444 N13518 N87366 N99919 N78650 N79505 N50274 N125421 N49511 N124243 N129422 N2046 N77350 N84569 N74042 N116144 N17818 N94577 N101420 N104636 N59130 N124048 N101423 N53495 N31337 N91319 N37553 N8387 N106603 N79751 N66584 N35800 N120860 N22562 N88075 N27789 N25140 N61747 N51757 N100670 N72590 N102039 N84662 N12350 N15611 N84306 N104312 N104733 N50428 N127207 N8223 N99507 N38561 N115060 N108506 N101022 N95526 N27703 N114195 N55302 N43955 N95098 N40093 N108769 N87913	N129208 N44067 N77712 N113680 N108805	1 0 0 0 0
2	N64496 N79522 N98596 N79291 N87596 N82799 N82474 N117219 N118635 N53680 N97823 N70385 N99519 N34416 N80686 N72571 N17746 N28214 N44309 N105888 N14466 N113417 N16426 N19950 N104927 N86208 N90586 N6238 N61873 N34519 N17934 N44148 N12115 N78719 N45740 N19211 N60457 N106403 N7649 N11878 N103116 N52435 N71549 N1886 N59936 N71150 N56081 N12681 N90482 N27241 N29050 N47899 N121919 N110973 N114043 N86409 N12951 N5889	N116064 N425 N8475 N79081 N28009	1 0 0 0 0
2	N64496 N79522 N98596 N79291 N87596 N82799 N82474 N117219 N118635 N53680 N97823 N70385 N99519 N34416 N80686 N72571 N17746 N28214 N44309 N105888 N14466 N113417 N16426 N19950 N104927 N86208 N90586 N6238 N61873 N34519 N17934 N44148 N12115 N78719 N45740 N19211 N60457 N106403 N7649 N11878 N103116 N52435 N71549 N1886 N59936 N71150 N56081 N12681 N90482 N27241 N29050 N47899 N121919 N110973 N114043 N86409 N12951 N5889	N63165 N76665 N123968 N122150 N42039	1 0 0 0 0
2	N64496 N79522 N98596 N79291 N87596 N82799 N82474 N117219 N118635 N53680 N97823 N70385 N99519 N34416 N80686 N72571 N17746 N28214 N44309 N105888 N14466 N113417 N16426 N19950 N104927 N86208 N90586 N6238 N61873 N34519 N17934 N44148 N12115 N78719 N45740 N19211 N60457 N106403 N7649 N11878 N103116 N52435 N71549 N1886 N59936 N71150 N56081 N12681 N90482 N27241 N29050 N47899 N121919 N110973 N114043 N86409 N12951 N5889	N97674 N120147 N35236 N24063 N84430	1 0 0 0 0
2	N64496 N79522 N98596 N79291 N87596 N82799 N82474 N117219 N118635 N53680 N97823 N70385 N99519 N34416 N80686 N72571 N17746 N28214 N44309 N105888 N14466 N113417 N16426 N19950 N104927 N86208 N90586 N6238 N61873 N34519 N17934 N44148 N12115 N78719 N45740 N19211 N60457 N106403 N7649 N11878 N103116 N52435 N71549 N1886 N59936 N71150 N56081 N12681 N90482 N27241 N29050 N47899 N121919 N110973 N114043 N86409 N12951 N5889	N119838 N5165 N79082 N86358 N111263	1 0 0 0 0
2	N64496 N79522 N98596 N79291 N87596 N82799 N82474 N117219 N118635 N53680 N97823 N70385 N99519 N34416 N80686 N72571 N17746 N28214 N44309 N105888 N14466 N113417 N16426 N19950 N104927 N86208 N90586 N6238 N61873 N34519 N17934 N44148 N12115 N78719 N45740 N19211 N60457 N106403 N7649 N11878 N103116 N52435 N71549 N1886 N59936 N71150 N56081 N12681 N90482 N27241 N29050 N47899 N121919 N110973 N114043 N86409 N12951 N5889	N120708 N65446 N34172 N30952 N120147	1 0 0 0 0
2	N64496 N79522 N98596 N79291 N87596 N82799 N82474 N117219 N118635 N53680 N97823 N70385 N99519 N34416 N80686 N72571 N17746 N28214 N44309 N105888 N14466 N113417 N16426 N19950 N104927 N86208 N90586 N6238 N61873 N34519 N17934 N44148 N12115 N78719 N45740 N19211 N60457 N106403 N7649 N11878 N103116 N52435 N71549 N1886 N59936 N71150 N56081 N12681 N90482 N27241 N29050 N47899 N121919 N110973 N114043 N86409 N12951 N5889	N124193 N106991 N100206 N108379 N31016	1 0 0 0 0
2	N64496 N79522 N98596 N79291 N87596 N82799 N82474 N117219 N118635 N53680 N97823 N70385 N99519 N34416 N80686 N72571 N17746 N28214 N44309 N105888 N14466 N113417 N16426 N19950 N104927 N86208 N90586 N6238 N61873 N34519 N17934 N44148 N12115 N78719 N45740 N19211 N60457 N106403 N7649 N11878 N103116 N52435 N71549 N1886 N59936 N71150 N56081 N12681 N90482 N27241 N29050 N47899 N121919 N110973 N114043 N86409 N12951 N5889	N66957 N24969 N110973 N52856 N93411	1 0 0 0 0
2	N64496 N79522 N98596 N79291 N87596 N82799 N82474 N117219 N118635 N53680 N97823 N70385 N99519 N34416 N80686 N72571 N17746 N28214 N44309 N105888 N14466 N113417 N16426 N19950 N104927 N86208 N90586 N6238 N61873 N34519 N17934 N44148 N12115 N78719 N45740 N19211 N60457 N106403 N7649 N11878 N103116 N52435 N71549 N1886 N59936 N71150 N56081 N12681 N90482 N27241 N29050 N47899 N121919 N110973 N114043 N86409 N12951 N5889	N105407 N29544 N48015 N25751 N58641	1 0 0 0 0
2	N64496 N79522 N98596 N79291 N87596 N82799 N82474 N117219 N118635 N53680 N97823 N70385 N99519 N34416 N80686 N72571 N17746 N28214 N44309 N105888 N14466 N113417 N16426 N19950 N104927 N86208 N90586 N6238 N61873 N34519 N17934 N44148 N12115 N78719 N45740 N19211 N60457 N106403 N7649 N11878 N103116 N52435 N71549 N1886 N59936 N71150 N56081 N12681 N90482 N27241 N29050 N47899 N121919 N110973 N114043 N86409 N12951 N5889	N98178 N3075 N47026 N17575 N47257	1 0 0 0 0
2	N64496 N79522 N98596 N79291 N87596 N82799 N82474 N117219 N118635 N53680 N97823 N70385 N99519 N34416 N80686 N72571 N17746 N28214 N44309 N105888 N14466 N113417 N16426 N19950 N104927 N86208 N90586 N6238 N61873 N34519 N17934 N44148 N12115 N78719 N45740 N19211 N60457 N106403 N7649 N11878 N103116 N52435 N71549 N1886 N59936 N71150 N56081 N12681 N90482 N27241 N29050 N47899 N121919 N110973 N114043 N86409 N12951 N5889	N66889 N122819 N93676 N80272 N124329	1 0 0 0 0
2	N64496 N79522 N98596 N79291 N87596 N82799 N82474 N117219 N118635 N53680 N97823 N70385 N99519 N34416 N80686 N72571 N17746 N28214 N44309 N105888 N14466 N113417 N16426 N19950 N104927 N86208 N90586 N6238 N61873 N34519 N17934 N44148 N12115 N78719 N45740 N19211 N60457 N106403 N7649 N11878 N103116 N52435 N71549 N1886 N59936 N71150 N56081 N12681 N90482 N27241 N29050 N47899 N121919 N110973 N114043 N86409 N12951 N5889	N96233 N55792 N123234 N85986 N83702	1 0 0 0 0
2	N64496 N79522 N98596 N79291 N87596 N82799 N82474 N117219 N118635 N53680 N97823 N70385 N99519 N34416 N80686 N72571 N17746 N28214 N44309 N105888 N14466 N113417 N16426 N19950 N104927 N86208 N90586 N6238 N61873 N34519 N17934 N44148 N12115 N78719 N45740 N19211 N60457 N106403 N7649 N11878 N103116 N52435 N71549 N1886 N59936 N71150 N56081 N12681 N90482 N27241 N29050 N47899 N121919 N110973 N114043 N86409 N12951 N5889	N18509 N94594 N5287 N101900 N110667	1 0 0 0 0
3	N113547 N119593 N78840 N32946 N16416 N119367 N738 N88769 N66183 N16426 N109498 N44660 N27821 N95731 N82919 N63281 N15098 N54360 N59711 N88576 N105366 N53933 N23929 N26986 N22114 N68745 N82028 N120949 N74971 N52435 N85103	N7937 N83412 N47277 N30417 N59935	1 0 0 0 0
3	N113547 N119593 N78840 N32946 N16416 N119367 N738 N88769 N66183 N16426 N109498 N44660 N27821 N95731 N82919 N63281 N15098 N54360 N59711 N88576 N105366 N53933 N23929 N26986 N22114 N68745 N82028 N120949 N74971 N52435 N85103	N115724 N2624 N115113 N62203 N119838	1 0 0 0 0
4	N127968 N13661 N49570 N97405 N106961 N97405 N87405 N24115 N99520 N18625	N26328 N117183 N62120 N105661 N84137	1 0 0 0 0
4	N127968 N13661 N49570 N97405 N106961 N97405 N87405 N24115 N99520 N18625	N127679 N100441 N118012 N35174 N7277	1 0 0 0 0
4	N127968 N13661 N49570 N97405 N106961 N97405 N87405 N24115 N99520 N18625	N58176 N85842 N40742 N34172 N6643	1 0 0 0 0
4	N127968 N13661 N49570 N97405 N106961 N97405 N87405 N24115 N99520 N18625	N12586 N122706 N106586 N26814 N23552	1 0 0 0 0
4	N127968 N13661 N49570 N97405 N106961 N97405 N87405 N24115 N99520 N18625	N86571 N12847 N20751 N126263 N92463	1 0 0 0 0
4	N127968 N13661 N49570 N97405 N106961 N97405 N87405 N24115 N99520 N18625	N42496 N75842 N125196 N5568 N99486	1 0 0 0 0
4	N127968 N13661 N49570 N97405 N106961 N97405 N87405 N24115 N99520 N18625	N48015 N56873 N8236 N65446 N72235	1 0 0 0 0
4	N127968 N13661 N49570 N97405 N106961 N97405 N87405 N24115 N99520 N18625	N74875 N67909 N56047 N34172 N6643	1 0 0 0 0
4	N127968 N13661 N49570 N97405 N106961 N97405 N87405 N24115 N99520 N18625	N29504 N85842 N8236 N9142 N100469	1 0 0 0 0
4	N127968 N13661 N49570 N97405 N106961 N97405 N87405 N24115 N99520 N18625	N102378 N38426 N65446 N93668 N73303	1 0 0 0 0
4	N127968 N13661 N49570 N97405 N106961 N97405 N87405 N24115 N99520 N18625	N40625 N65446 N6356 N8236 N67909	1 0 0 0 0
4	N127968 N13661 N49570 N97405 N106961 N97405 N87405 N24115 N99520 N18625	N72801 N70786 N102834 N8567 N76306	1 0 0 0 0
4	N127968 N13661 N49570 N97405 N106961 N97405 N87405 N24115 N99520 N18625	N41821 N24823 N77225 N14509 N71090	1 0 0 0 0
4	N127968 N13661 N49570 N97405 N106961 N97405 N87405 N24115 N99520 N18625	N114546 N109547 N51249 N32544 N122592	1 0 0 0 0
4	N127968 N13661 N49570 N97405 N106961 N97405 N87405 N24115 N99520 N18625	N88083 N51158 N89210 N68098 N34262	1 0 0 0 0
5	N18389 N9740 N41143 N11971 N61138 N41582 N14611 N20487 N92655 N119126 N51544 N98322	N48188 N53474 N94594 N124677 N76677	1 0 0 0 0
6	N40446 N32197 N125853 N92437 N10371 N86208 N33378 N70655	N98178 N47257 N55792 N125945 N67747	1 0 0 0 0
6	N40446 N32197 N125853 N92437 N10371 N86208 N33378 N70655	N110523 N1328 N113703 N16485 N109083	1 0 0 0 0
7	N126199 N40446 N14678 N122359 N56739 N71340 N39799 N67770 N47639 N82799 N46786 N58992 N58477 N106708 N126657 N10179 N62401 N67446 N69 N119145 N95394 N48558 N34505 N112905 N102417 N51690 N111965 N119718 N95661 N6799 N21044 N62420 N63306 N89326 N7055 N50012 N108752 N115167 N68960 N124506 N35440 N36573 N129836 N61712 N82919 N57191 N15098 N110607 N102185 N119674 N54978 N89916 N86402 N41702 N34374 N34374	N109796 N116736 N12917 N7578 N14651	1 0 0 0 0
7	N126199 N40446 N14678 N122359 N56739 N71340 N39799 N67770 N47639 N82799 N46786 N58992 N58477 N106708 N126657 N10179 N62401 N67446 N69 N119145 N95394 N48558 N34505 N112905 N102417 N51690 N111965 N119718 N95661 N6799 N21044 N62420 N63306 N89326 N7055 N50012 N108752 N115167 N68960 N124506 N35440 N36573 N129836 N61712 N82919 N57191 N15098 N110607 N102185 N119674 N54978 N89916 N86402 N41702 N34374 N34374	N67369 N21061 N67927 N94230 N87836	1 0 0 0 0
7	N126199 N40446 N14678 N122359 N56739 N71340 N39799 N67770 N47639 N82799 N46786 N58992 N58477 N106708 N126657 N10179 N62401 N67446 N69 N119145 N95394 N48558 N34505 N112905 N102417 N51690 N111965 N119718 N95661 N6799 N21044 N62420 N63306 N89326 N7055 N50012 N108752 N115167 N68960 N124506 N35440 N36573 N129836 N61712 N82919 N57191 N15098 N110607 N102185 N119674 N54978 N89916 N86402 N41702 N34374 N34374	N40388 N68752 N104437 N94581 N66384	1 0 0 0 0
7	N126199 N40446 N14678 N122359 N56739 N71340 N39799 N67770 N47639 N82799 N46786 N58992 N58477 N106708 N126657 N10179 N62401 N67446 N69 N119145 N95394 N48558 N34505 N112905 N102417 N51690 N111965 N119718 N95661 N6799 N21044 N62420 N63306 N89326 N7055 N50012 N108752 N115167 N68960 N124506 N35440 N36573 N129836 N61712 N82919 N57191 N15098 N110607 N102185 N119674 N54978 N89916 N86402 N41702 N34374 N34374	N31492 N75789 N3426 N30350 N95525	1 0 0 0 0
7	N126199 N40446 N14678 N122359 N56739 N71340 N39799 N67770 N47639 N82799 N46786 N58992 N58477 N106708 N126657 N10179 N62401 N67446 N69 N119145 N95394 N48558 N34505 N112905 N102417 N51690 N111965 N119718 N95661 N6799 N21044 N62420 N63306 N89326 N7055 N50012 N108752 N115167 N68960 N124506 N35440 N36573 N129836 N61712 N82919 N57191 N15098 N110607 N102185 N119674 N54978 N89916 N86402 N41702 N34374 N34374	N12975 N83421 N24596 N119637 N110572	1 0 0 0 0
7	N126199 N40446 N14678 N122359 N56739 N71340 N39799 N67770 N47639 N82799 N46786 N58992 N58477 N106708 N126657 N10179 N62401 N67446 N69 N119145 N95394 N48558 N34505 N112905 N102417 N51690 N111965 N119718 N95661 N6799 N21044 N62420 N63306 N89326 N7055 N50012 N108752 N115167 N68960 N124506 N35440 N36573 N129836 N61712 N82919 N57191 N15098 N110607 N102185 N119674 N54978 N89916 N86402 N41702 N34374 N34374	N67025 N76810 N54453 N68055 N86208	1 0 0 0 0
7	N126199 N40446 N14678 N122359 N56739 N71340 N39799 N67770 N47639 N82799 N46786 N58992 N58477 N106708 N126657 N10179 N62401 N67446 N69 N119145 N95394 N48558 N34505 N112905 N102417 N51690 N111965 N119718 N95661 N6799 N21044 N62420 N63306 N89326 N7055 N50012 N108752 N115167 N68960 N124506 N35440 N36573 N129836 N61712 N82919 N57191 N15098 N110607 N102185 N119674 N54978 N89916 N86402 N41702 N34374 N34374	N44014 N79081 N17268 N26368 N46429	1 0 0 0 0
8	N26421 N30443 N107814 N3565 N92655 N189 N129836 N58653 N73169 N88787 N45529 N5653	N65783 N10470 N10012 N63120 N9935	1 0 0 0 0
8	N26421 N30443 N107814 N3565 N92655 N189 N129836 N58653 N73169 N88787 N45529 N5653	N59935 N53199 N10252 N127648 N129510	1 0 0 0 0
8	N26421 N30443 N107814 N3565 N92655 N189 N129836 N58653 N73169 N88787 N45529 N5653	N3664 N35189 N100441 N123499 N110048	1 0 0 0 0
8	N26421 N30443 N107814 N3565 N92655 N189 N129836 N58653 N73169 N88787 N45529 N5653	N119637 N20281 N90388 N28468 N39230	1 0 0 0 0
9	N42703 N128965 N117203 N19735 N71665 N129836 N23264 N108801 N45124 N91597 N100670 N17297 N58200 N79026 N26097	N49283 N65742 N86358 N38152 N114946	1 0 0 0 0
10	N8642 N105813 N19959 N75236 N67127 N27779 N939 N102506 N127337 N48553 N67790 N80126 N40228 N30276 N46994 N107441 N103123 N71977 N50729 N109963 N21239 N119215 N100670 N30845 N5889 N82055 N99474 N85787	N105407 N58641 N76665 N102458 N48015	1 0 0 0 0
10	N8642 N105813 N19959 N75236 N67127 N27779 N939 N102506 N127337 N48553 N67790 N80126 N40228 N30276 N46994 N107441 N103123 N71977 N50729 N109963 N21239 N119215 N100670 N30845 N5889 N82055 N99474 N85787	N61065 N27097 N100073 N20990 N43085	1 0 0 0 0
